0.1752458	0.08110094	-0.013621263	0.23656616	0.030874427	0.019142045	0.09916738	-0.08145885	-0.027395641	0.026732206	-0.027399749	0.2371981	-0.1996459	0.27378038	-0.03605665	0.020435974
0.2432193	0.20739347	0.13125025	0.46398225	-0.29742652	-0.09216713	0.14700277	-0.1906613	-0.49223182	0.10474527	-0.37974304	-0.099133395	-0.16193527	0.25431836	0.037343998	0.16799262
0.28491232	0.21545151	0.13269314	-0.20270354	0.14358583	-0.105711505	0.061468925	-0.24377105	0.18509367	-0.032088615	0.23396464	0.29784995	0.062043965	0.10610962	0.047360867	0.0009559121
0.22304268	0.07878227	0.015278294	-0.024896646	0.17149225	-0.0065215314	0.052129474	-0.09632886	0.16641055	-0.10987419	0.17613776	0.35646376	-0.110588856	0.10574027	0.003957478	-0.01123473
0.03665187	-0.038519625	-0.14390679	0.17522477	0.163694	-0.018635742	0.12535234	0.06258458	0.17810082	-0.060020376	-0.050270397	0.22225766	-0.17695484	0.21338244	0.042088863	-0.098290645
0.5707251	0.3887576	0.45160463	-0.5268727	0.27883175	-0.015242223	-0.102611065	-0.44399613	0.4777648	0.013565441	0.5766414	0.5612286	0.22883783	-0.33226562	-0.17509969	0.11932437
0.050720416	0.06485552	-0.023536881	0.26394117	0.010918826	0.02676315	-0.0104875555	0.039931938	-0.16791551	0.015894197	-0.14244626	0.17261636	-0.18589786	0.1802916	-0.063749716	-0.046440333
0.06723601	0.025832346	0.004004335	0.2295966	-0.06258762	-0.023923496	-0.026651196	-0.047545996	-0.06827691	0.04017169	-0.13249117	0.0889164	-0.1224323	0.16542137	-0.054885227	-0.010383422
0.051174097	-0.13333109	-0.11798402	-0.25693658	0.43787354	0.17223658	-0.23771526	0.059414245	0.5723775	0.035274073	0.58091915	0.66053617	-0.120827585	-0.18173389	-0.18493651	-0.24071041
0.30222267	0.24117532	0.2443959	-0.12307744	-0.0747077	0.008010465	-0.01143338	-0.21289043	-0.060425933	0.110979766	0.1750411	0.18347315	-0.06135692	0.023143312	-0.123833016	0.14166044
0.12480229	0.18813232	0.10330559	0.2677128	-0.30938742	0.41036978	-0.36741492	-0.15861396	-0.3106533	0.467856	0.007646171	0.16233289	-0.39164466	-0.15616992	-0.3712064	0.32752207
-0.22491139	-0.110303946	-0.09010057	0.56203264	-0.13362041	0.2658984	-0.28644416	0.14571837	-0.07206808	0.4533724	-0.3465439	0.11044815	-0.3405366	0.02428614	-0.2861821	0.043951407
-0.24850884	-0.30139416	-0.282379	0.24608006	0.3960503	0.019660963	0.11858817	0.20844004	0.4420377	-0.12364307	-0.08449643	0.36742675	-0.16541591	0.23232518	0.023372546	-0.3584401
0.16109912	0.0851242	-0.029790314	0.29143417	0.038571436	-0.19142728	0.23248032	-0.0031725494	-0.1402728	-0.17515513	-0.22872913	0.0024545395	-0.06040318	0.35056382	0.17090946	-0.10943123
0.014615632	-0.017908257	-0.06975821	0.30231696	-0.014600624	-0.41491958	0.44731817	0.021773316	-0.1873585	-0.2703004	-0.35966223	-0.26383343	0.1640052	0.46021086	0.33353537	-0.20755385
0.029489338	0.1301141	0.09622915	0.5422478	-0.35832268	-0.22114074	0.21244735	-0.06769024	-0.50334835	0.03641905	-0.46428403	-0.3329741	-0.13624664	0.30185667	0.18006384	-0.022081584
-0.03313955	-0.015442053	-0.06682684	0.4552162	-0.11968846	-0.3230039	0.3978975	-0.022234308	-0.21480285	-0.1596966	-0.4376727	-0.27369514	0.10551494	0.45947963	0.30186135	-0.1831651
0.25235236	0.17382765	0.079430625	-0.024557639	0.12914468	-0.29955813	0.35760874	-0.11325365	-0.028152816	-0.34688997	-0.026662916	0.14257532	0.16931117	0.3062164	0.22351941	-0.16557072
0.8783182	0.8274282	0.8420612	-0.8439281	0.20403977	-0.30275133	0.10559556	-0.85418504	0.42250496	-0.23846807	0.9094977	0.6924572	0.42858553	-0.28371575	0.10450078	0.20516366
-0.13841367	-0.2040036	-0.3257029	0.21057963	0.30491713	0.31742725	-0.17186953	0.21596518	0.30441132	0.028335568	0.01261616	0.5159572	-0.5107581	-0.06977884	-0.30698913	-0.011126174
0.07575165	-0.059137028	-0.09553675	0.09174731	0.12928139	0.40814424	-0.31895843	0.060423594	0.20599973	0.2822178	0.19690794	0.48008886	-0.44490945	-0.16052724	-0.31993765	0.19480963
0.3545421	0.30109325	0.34811777	-0.13136089	-0.14590502	-0.24204531	0.0780249	-0.39802235	-0.06598979	-0.028316969	0.10034173	-0.0360225	0.26517892	0.03492502	0.14189242	-0.033981744
-0.14024903	0.04724616	0.031199569	0.646852	-0.23388149	-0.034198698	0.0596774	-0.10093472	-0.22389583	0.32303387	-0.49664092	-0.20993441	-0.12340648	0.28787753	-0.06083727	-0.026256945
0.526695	0.55637103	0.47923487	-0.20832092	-0.43621674	-0.0516203	-0.0075058737	-0.46165293	-0.40563536	0.22781436	0.22966161	-0.0333298	0.07496037	-0.074624784	-0.0791809	0.31902978
0.42343095	0.3788032	0.41103858	-0.17815877	-0.19106142	-0.17639336	0.16780269	-0.40322796	-0.10890835	-0.0023105033	0.12884444	-0.0174338	0.20295502	0.06591843	0.078852996	0.13507089
-0.26285625	-0.21753478	-0.3065404	0.24156098	0.19831438	0.30039823	-0.3114398	0.24782602	0.3228366	0.21043023	0.10477765	0.4115836	-0.3497706	-0.120311625	-0.3325902	-0.028184857
-0.09642206	-0.1524303	-0.21327026	0.10142635	0.3327983	0.0018851168	-0.031854406	0.14605916	0.30640996	-0.10832487	0.019556463	0.3017462	-0.17985454	0.13727115	0.00043230882	-0.16391394
0.13066967	0.52190495	0.5245226	0.90224814	-0.72628146	-0.41835552	0.43788946	-0.46271712	-0.7616148	0.7089739	-0.8123146	-0.63275313	0.35661653	0.5507351	0.3657276	0.41504118
0.15099072	0.1473689	0.1284585	0.090713166	-0.09020625	0.05668149	-0.0070524444	-0.15346368	-0.07676812	0.18722725	0.0065160724	0.081565596	-0.106535085	0.041437056	-0.067866184	0.16380665
0.38216937	0.24306676	0.23869415	-0.04208308	-0.121645905	-0.1257084	0.16305415	-0.25044325	-0.13433674	-0.041223012	0.028494677	0.043787055	0.055882737	0.11113639	0.055530056	0.06422136
-0.22342151	-0.19685157	-0.27423298	0.32872003	0.28527075	0.1368704	-0.06582303	0.22556883	0.28840014	0.10295098	-0.092388906	0.37209606	-0.3067209	0.1322064	-0.15756351	-0.14463708
-0.36616504	0.16732521	0.27117434	0.90699923	-0.54809684	-0.057322595	-0.07784744	-0.0890876	-0.45450437	0.701736	-0.7864193	-0.45662653	0.078432746	0.20832138	0.05825324	0.051970556
-0.5469461	-0.643325	-0.61178726	0.5202817	0.5725669	0.34720358	-0.17279129	0.6223087	0.54819834	0.14816047	-0.0982585	0.46889284	-0.64086	-0.053838912	-0.24037544	-0.08947542
-0.17954127	-0.21258795	-0.22311068	0.3105287	0.15886608	0.010439784	0.0529594	0.14378458	0.23092158	-0.08939236	-0.20377085	0.075705364	-0.1824037	0.19125424	0.08517834	-0.23642339
-0.17120871	-0.2192878	-0.3080826	0.53297263	0.027467089	0.0591014	0.13114558	0.23403099	-0.18358973	-0.048308823	-0.4302664	-0.03733053	-0.3747272	0.2584995	0.013417462	-0.096262805
-0.12745097	-0.26594365	-0.20611995	0.051091924	0.33762994	0.38280946	-0.3520534	0.12842101	0.3789116	0.2439796	0.29640624	0.5235349	-0.40540418	-0.26499712	-0.32663545	0.11066154
0.26157498	0.28628013	0.30318344	-0.24286494	-0.1262001	-0.061148066	-0.054306664	-0.25246355	-0.0407956	0.037551746	0.19422598	0.11371959	0.12980321	-0.06519957	-0.07001573	0.1456216
